date,day,team,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,month,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing ,department_sweing,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_5,day_of_week_6
2015-01-18,Sunday,7,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.692045455,1,0,1,0,0,1,0,0,0,0,0,1
2015-01-19,Monday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.683806818,1,0,1,0,0,1,0,0,0,0,0,0
2015-01-19,Monday,5,0.48797879973651814,0.09202281026511391,1.1090734861331049,35,0.0,0,0,58.0,0.650066445,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,7,3.0879346837525534,-0.061870777553238214,1.7005730229249452,30,0.0,0,0,57.0,0.576460393,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,11,-0.01573979804577254,0.2559373758948936,1.7005730229249452,50,0.0,0,0,57.0,0.700170388,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,10,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.538399621,1,0,1,0,0,1,0,0,0,0,0,0
2015-01-19,Monday,11,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.409545455,1,0,1,0,0,1,0,0,0,0,0,0
2015-01-19,Monday,12,0.01808522576174964,-0.011050104366712627,0.4638012641783702,23,0.0,0,0,34.0,0.773333333,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,1,0.7201830172259955,0.2616636489299951,1.6736866803434978,30,0.0,0,0,56.5,0.549969429,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,10,0.6817870442552945,-0.134880758750782,1.6468003377620506,63,0.0,0,0,56.0,0.750057359,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,12,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.793844697,1,0,1,0,0,1,0,0,0,0,0,0
2015-01-19,Monday,4,0.6817870442552945,-0.1406070317858835,1.7005730229249452,63,0.0,0,0,57.0,0.750068049,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,2,0.7201830172259955,-0.08620743795241949,1.6736866803434978,38,0.0,0,0,56.5,0.750517565,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,9,1.0145521433347027,0.04979154663124054,1.8081183932507343,63,0.0,0,0,59.0,0.800117103,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,8,0.9907832076861733,0.18149582643857445,-0.2800542139083379,50,0.0,0,0,56.5,0.800162602,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,6,-0.33387785980300894,-0.07046018710589043,-0.05600135906294389,50,0.0,0,0,31.0,0.800358775,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-19,Monday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.958901515,1,0,1,0,0,1,0,0,0,0,0,0
2015-01-19,Monday,9,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.964106061,1,0,1,0,0,1,0,0,0,0,0,0
2015-01-19,Monday,4,-0.9838668308070176,-0.0625865616826259,0.14116515320100284,0,0.0,0,0,28.0,0.977272727,1,0,1,0,0,1,0,0,0,0,0,0
2015-01-19,Monday,3,0.6817870442552945,-0.022502650436915576,1.6736866803434978,50,0.0,0,0,56.5,0.750062751,1,0,1,0,0,0,1,0,0,0,0,0
2015-01-20,Tuesday,11,-0.9975796782965537,-0.0625865616826259,-0.5578797539166265,0,0.0,0,0,15.0,0.362666667,1,0,1,0,0,1,0,1,0,0,0,0
2015-01-20,Tuesday,7,0.7201830172259955,0.23160071549571237,1.6468003377620506,30,0.0,0,0,56.0,0.400332792,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,12,0.01808522576174964,0.1614538708157193,-0.2531678713268906,23,0.0,0,0,34.0,0.500290419,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,8,-1.1118534073760207,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.639867424,1,0,1,0,0,1,0,1,0,0,0,0
2015-01-20,Tuesday,5,0.48797879973651814,0.1614538708157193,1.7005730229249452,50,0.0,0,0,57.0,0.700063796,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,11,-0.01573979804577254,0.26810570609448425,1.7005730229249452,50,0.0,0,0,57.0,0.700170388,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,9,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.72830303,1,0,1,0,0,1,0,1,0,0,0,0
2015-01-20,Tuesday,2,0.7201830172259955,0.16932749623898383,1.7005730229249452,50,0.0,0,0,57.0,0.750031898,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,10,0.6817870442552945,-0.01319745675487568,1.6468003377620506,63,0.0,0,0,56.0,0.750057359,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,4,0.6817870442552945,-0.10267047292833623,1.7005730229249452,63,0.0,0,0,57.0,0.750068049,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,9,1.0145521433347027,-0.5206884044907438,1.8081183932507343,63,0.0,0,0,59.0,0.800117103,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,8,0.9907832076861733,0.2201481694255094,1.6736866803434978,50,0.0,0,0,56.5,0.800128721,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,6,-0.33387785980300894,-0.056860288647524425,0.30248320868968653,63,0.0,0,0,31.0,0.800261486,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-20,Tuesday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,1.033570076,1,0,1,0,0,1,0,1,0,0,0,0
2015-01-20,Tuesday,3,0.6817870442552945,0.0054129306092041115,1.1628461712959994,50,0.0,0,0,57.0,0.750037968,1,0,1,0,0,0,1,1,0,0,0,0
2015-01-21,Wednesday,3,0.6817870442552945,0.008991851256142533,1.7005730229249452,63,0.0,0,0,57.0,0.750068049,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,11,-0.9975796782965537,-0.0625865616826259,-0.5578797539166265,0,0.0,0,0,9.0,0.470769231,1,0,1,0,0,1,0,0,1,0,0,0
2015-01-21,Wednesday,7,0.6817870442552945,0.42486243043038713,1.6468003377620506,23,0.0,0,0,56.0,0.500241342,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,1,-1.0167776647819042,-0.0625865616826259,-0.6475008958547841,0,0.0,0,0,8.0,0.505128205,1,0,1,0,0,1,0,0,1,0,0,0
2015-01-21,Wednesday,8,-1.1118534073760207,-0.0625865616826259,-0.6475008958547841,0,0.0,0,0,8.0,0.594871795,1,0,1,0,0,1,0,0,1,0,0,0
2015-01-21,Wednesday,12,0.01808522576174964,0.08486496897123708,0.5354981777288963,23,0.0,0,0,34.0,0.60017284,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,1,0.7201830172259955,0.3353894142569266,1.7005730229249452,34,0.0,0,0,57.0,0.700029771,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,11,-0.01573979804577254,0.4355991923712024,1.7005730229249452,50,0.0,0,0,57.0,0.700170388,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,5,0.48797879973651814,0.1986746455438789,1.7543457080878397,50,0.0,0,0,58.0,0.750344828,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,9,3.6108512680201947,-0.2644376861699529,-0.12769827261346997,29,0.0,0,0,58.0,0.520237649,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,10,0.6817870442552945,0.05694938792511738,1.6468003377620506,75,0.0,0,0,56.0,0.800020563,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,4,-0.9838668308070176,-0.0625865616826259,0.42795280740310715,0,0.0,0,0,20.0,0.978525641,1,0,1,0,0,1,0,0,1,0,0,0
2015-01-21,Wednesday,2,-1.0167776647819042,-0.0625865616826259,0.15908938158863437,0,0.0,0,0,17.0,0.912202112,1,0,1,0,0,1,0,0,1,0,0,0
2015-01-21,Wednesday,4,0.6817870442552945,-0.21576436537159036,1.6468003377620506,94,0.0,0,0,56.0,0.900556277,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,5,-0.9975796782965537,-0.0625865616826259,-0.6475008958547841,0,0.0,0,0,8.0,0.758173077,1,0,1,0,0,1,0,0,1,0,0,0
2015-01-21,Wednesday,9,-1.0167776647819042,-0.0625865616826259,-0.6475008958547841,0,0.0,0,0,8.0,0.827147436,1,0,1,0,0,1,0,0,1,0,0,0
2015-01-21,Wednesday,8,0.9907832076861733,-0.4040155914005513,0.8670964029000794,38,0.0,0,0,56.5,0.800436542,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,2,0.7201830172259955,0.2115587598728572,1.7722699364754713,60,0.0,0,0,57.0,0.800415742,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-21,Wednesday,6,-0.31559406315029426,-0.15062800959731107,0.3562558938525811,75,0.0,0,0,89.0,0.850410511,1,0,1,0,0,0,1,0,1,0,0,0
2015-01-22,Thursday,6,-1.1118534073760207,-0.0625865616826259,0.06946823965047676,0,0.0,0,0,8.0,0.626822917,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,12,-1.0039790071250039,-0.0625865616826259,0.24871052352679196,0,0.0,0,0,9.0,0.773333333,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,8,-1.1118534073760207,-0.0625865616826259,0.06946823965047676,0,0.0,0,0,8.0,0.397743056,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,3,-1.0167776647819042,-0.0625865616826259,2.2203756461662594,0,0.0,0,0,20.0,0.460578704,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,9,1.2851523337948807,-0.11197566661037613,1.7543457080878397,30,0.0,0,0,58.0,0.500547544,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,8,2.3702956651335003,-0.10481782531649927,1.852928964219813,30,0.0,0,0,56.5,0.555500132,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,7,0.6817870442552945,0.5243564244152753,1.7005730229249452,23,0.0,0,0,57.0,0.60041361,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,12,0.01808522576174964,0.2616636489299951,0.7147404616052115,23,0.0,0,0,34.0,0.600436426,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,2,-1.0167776647819042,-0.0625865616826259,3.116587065547835,0,0.0,0,0,25.0,0.649662222,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,1,-1.0167776647819042,-0.0625865616826259,3.116587065547835,0,0.0,0,0,25.0,0.649662222,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,4,-0.9838668308070176,-0.0625865616826259,1.3241642267846832,0,0.0,0,0,15.0,0.670216049,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,7,-1.0167776647819042,-0.0625865616826259,0.42795280740310715,0,0.0,0,0,10.0,0.957638889,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,5,0.48797879973651814,0.2530742393773429,1.7543457080878397,40,0.0,0,0,58.0,0.700250784,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,5,-0.9975796782965537,-0.0625865616826259,1.3241642267846832,0,0.0,0,0,15.0,0.742901235,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,3,0.6817870442552945,0.08414918484184938,1.7005730229249452,63,0.0,0,0,57.0,0.750068049,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,1,0.7201830172259955,0.1843589629561252,2.2741483313291537,63,0.0,0,0,57.0,0.750162367,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,10,0.6817870442552945,0.14427505171041488,1.6468003377620506,55,0.0,0,0,56.0,0.800020563,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,6,-0.31559406315029426,-0.12271242855119138,0.5354981777288963,63,0.0,0,0,32.0,0.800191989,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,2,0.7201830172259955,0.2745477632589734,1.8081183932507343,60,0.0,0,0,57.0,0.800302791,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,4,0.6817870442552945,-0.2630061179111775,1.6468003377620506,81,0.0,0,0,56.0,0.849983766,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-22,Thursday,10,-1.0167776647819042,-0.0625865616826259,1.144921942908368,0,0.0,0,0,14.0,0.940701058,1,0,0,1,0,1,0,0,0,1,0,0
2015-01-22,Thursday,11,-0.01573979804577254,0.527219560932826,1.7005730229249452,50,0.0,0,0,57.0,0.700170388,1,0,0,1,0,0,1,0,0,1,0,0
2015-01-24,Saturday,12,0.01808522576174964,0.13568564215776266,0.4638012641783702,40,0.0,0,0,34.0,0.750079323,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,11,2.551305251995376,0.11134898175858139,1.7005730229249452,56,0.0,0,0,57.0,0.750041201,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,5,0.48797879973651814,0.18292739469734984,1.7543457080878397,50,0.0,0,0,58.0,0.700250784,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,4,-0.9838668308070176,-0.0625865616826259,-0.7191978094053102,0,0.0,0,0,12.0,0.651515152,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,3,0.6817870442552945,0.09989643568837844,1.7005730229249452,69,0.0,0,0,57.0,0.80035194,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,9,1.2851523337948807,-0.14418595243282192,0.6251193196670539,23,0.0,0,0,58.0,0.600125217,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,2,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.578314394,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,1,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.578314394,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,8,0.0025439986069421246,0.230169147236937,1.4317095971104723,23,0.0,0,0,52.0,0.773333333,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,7,0.6817870442552945,0.12065417544062129,1.6736866803434978,26,0.0,0,0,56.5,0.650416734,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,9,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.773333333,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,10,0.6817870442552945,0.14713818822796562,1.6468003377620506,69,0.0,0,0,56.0,0.80062987,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,1,0.7201830172259955,0.24734796634224143,1.7005730229249452,75,0.0,0,0,57.0,0.800643806,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,5,-0.9975796782965537,-0.0625865616826259,-0.5578797539166265,0,0.0,0,0,15.0,0.966666667,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,10,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.937242424,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,8,-1.1118534073760207,-0.0625865616826259,-0.8805158648939938,0,0.0,0,0,9.0,0.910521886,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,2,0.7201830172259955,0.3432630396801911,1.7005730229249452,94,0.0,0,0,57.0,0.90064806,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,6,-0.31559406315029426,-0.08406008556425643,0.32040743707731806,63,0.0,0,0,32.0,0.800537143,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-24,Saturday,11,-0.9975796782965537,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.896022727,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,3,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.895454545,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,7,-1.0167776647819042,-0.0625865616826259,-0.7191978094053102,0,0.0,0,0,12.0,0.870580808,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,12,-1.0039790071250039,-0.0625865616826259,-0.8805158648939938,0,0.0,0,0,9.0,0.858585859,1,0,0,1,0,1,0,0,0,0,1,0
2015-01-24,Saturday,4,0.6817870442552945,-0.28591121005158343,1.7005730229249452,94,0.0,0,0,57.0,0.900321106,1,0,0,1,0,0,1,0,0,0,1,0
2015-01-25,Sunday,10,0.6817870442552945,0.20511670270836804,1.6468003377620506,69,0.0,0,0,56.0,0.800020563,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,8,0.0025439986069421246,0.30818961734019457,-1.1493792907084666,23,0.0,0,0,52.0,0.500061916,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,11,2.551305251995376,-0.42548911528218186,1.7005730229249452,40,0.0,0,0,57.0,0.59114168,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,12,-1.0039790071250039,-0.0625865616826259,-0.8805158648939938,0,0.0,0,0,9.0,0.618181818,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,9,1.2851523337948807,-0.028944707601404735,1.7543457080878397,26,0.0,0,0,58.0,0.650407524,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,5,0.48797879973651814,0.0648230133483819,1.7543457080878397,50,0.0,0,0,58.0,0.700250784,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,12,0.01808522576174964,0.12136995957000897,0.4638012641783702,40,0.0,0,0,34.0,0.70043672,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,7,0.6817870442552945,-0.5486039855368635,1.6736866803434978,40,0.0,0,0,56.5,0.7005417,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,7,-1.0167776647819042,-0.0625865616826259,-0.611652439079521,0,0.0,0,0,14.0,0.749188312,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,8,-1.1118534073760207,-0.0625865616826259,-1.1493792907084666,0,0.0,0,0,4.0,0.773333333,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,3,0.6817870442552945,0.26381100131815816,1.7274593655063923,55,0.0,0,0,57.5,0.800513307,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,1,0.7201830172259955,0.3976626335136551,1.781232050669287,75,0.0,0,0,58.5,0.800909609,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,2,0.7201830172259955,0.36473656356182166,1.781232050669287,81,0.0,0,0,58.5,0.850223776,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,4,0.6817870442552945,-0.18570143193730762,1.7005730229249452,94,0.0,0,0,57.0,0.900321106,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-25,Sunday,4,-0.9838668308070176,-0.0625865616826259,-0.7191978094053102,0,0.0,0,0,12.0,0.952020202,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,10,-1.0167776647819042,-0.0625865616826259,-0.34278901326504824,0,0.0,0,0,19.0,0.955151515,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,3,-1.0167776647819042,-0.0625865616826259,-0.8805158648939938,0,0.0,0,0,9.0,0.961784512,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,1,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.970075758,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,2,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.970075758,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,5,-0.9975796782965537,-0.0625865616826259,-0.45033438359083733,0,0.0,0,0,17.0,0.973796791,1,0,0,1,0,1,0,0,0,0,0,1
2015-01-25,Sunday,6,-0.31559406315029426,0.039054784690425275,0.3562558938525811,63,0.0,0,0,32.0,0.800386364,1,0,0,1,0,0,1,0,0,0,0,1
2015-01-26,Monday,12,-1.0039790071250039,-0.0625865616826259,-0.8805158648939938,0,0.0,0,0,9.0,0.769292929,1,0,0,1,0,1,0,0,0,0,0,0
2015-01-26,Monday,5,0.48797879973651814,-0.006039615460998838,1.7184972513125767,56,0.0,0,0,58.0,0.750031447,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,9,1.2851523337948807,0.011854987773693272,1.7543457080878397,40,0.0,0,0,58.0,0.70061442,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,10,0.6817870442552945,0.0884438896181755,1.6468003377620506,55,0.0,0,0,56.0,0.800020563,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,7,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,8.0,0.646306818,1,0,0,1,0,1,0,0,0,0,0,0
2015-01-26,Monday,11,1.1900765912007638,-0.27016395920505437,1.7005730229249452,23,0.0,0,0,57.0,0.773333333,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,8,0.0025439986069421246,0.2809898204234626,-1.2569246610342557,23,0.0,0,0,52.0,0.600143365,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,12,0.01808522576174964,0.15071710887490403,0.4638012641783702,40,0.0,0,0,34.0,0.70043672,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,1,0.7201830172259955,0.44275703366507924,1.7543457080878397,60,0.0,0,0,58.0,0.800023511,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,10,-1.0167776647819042,-0.0625865616826259,-0.2352436429392591,0,0.0,0,0,21.0,0.997792208,1,0,0,1,0,1,0,0,0,0,0,0
2015-01-26,Monday,3,0.6817870442552945,0.32751578883366206,1.7005730229249452,69,0.0,0,0,57.0,0.80035194,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,6,-0.31559406315029426,-0.03896568541283232,0.3562558938525811,50,0.0,0,0,32.0,0.800386364,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,4,0.6817870442552945,-0.07904959665854264,1.6736866803434978,60,0.0,0,0,56.5,0.850312684,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-26,Monday,1,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.910378788,1,0,0,1,0,1,0,0,0,0,0,0
2015-01-26,Monday,2,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,0.910378788,1,0,0,1,0,1,0,0,0,0,0,0
2015-01-26,Monday,5,-0.9975796782965537,-0.0625865616826259,-0.5578797539166265,0,0.0,0,0,15.0,0.959191919,1,0,0,1,0,1,0,0,0,0,0,0
2015-01-26,Monday,4,-0.9838668308070176,-0.0625865616826259,-0.7191978094053102,0,0.0,0,0,12.0,0.963699495,1,0,0,1,0,1,0,0,0,0,0,0
2015-01-26,Monday,3,-1.0167776647819042,-0.0625865616826259,-0.8267431797310992,0,0.0,0,0,10.0,1.059621212,1,0,0,1,0,1,0,0,0,0,0,0
2015-01-26,Monday,2,0.7201830172259955,0.45635693212344525,1.7005730229249452,55,0.0,0,0,57.0,0.800034024,1,0,0,1,0,0,1,0,0,0,0,0
2015-01-27,Tuesday,2,-1.0167776647819042,-0.0625865616826259,-1.0059854636074144,0,0.0,0,0,10.0,0.788,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,1,-1.0167776647819042,-0.0625865616826259,-1.0059854636074144,0,0.0,0,0,10.0,0.77815,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,9,1.2851523337948807,0.1199383913112336,0.7147404616052115,50,0.0,0,0,58.0,0.700386207,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,12,0.01808522576174964,0.24019012504836457,-0.1456225010011015,40,0.0,0,0,34.0,0.700164706,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,5,0.5236322032093119,0.23517963614265078,0.7147404616052115,30,0.0,0,0,58.0,0.500035345,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,6,1.4021686323722549,-0.5643512363833926,-0.21731941455162757,34,0.0,0,0,32.0,0.622828125,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,6,-1.1118534073760207,-0.0625865616826259,-1.0776823771579405,0,0.0,0,0,8.0,0.6225,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,1,0.7201830172259955,0.5329458339679275,0.7147404616052115,55,0.0,0,0,58.0,0.800263218,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,8,0.0025439986069421246,-0.10768096183405002,-1.2927731178095188,23,0.0,0,0,52.0,0.650307143,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,7,-0.9975796782965537,-0.0625865616826259,-1.0776823771579405,0,0.0,0,0,8.0,0.803541667,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,11,3.0275981547985946,0.11134898175858139,0.5713466345041593,23,0.0,0,0,54.0,0.37046657,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,8,-1.0167776647819042,-0.0625865616826259,-1.0776823771579405,0,0.0,0,0,8.0,0.845458333,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,2,0.6817870442552945,0.36402077943243394,0.6788920048299485,119,0.0,0,0,57.0,1.000230409,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,3,0.6817870442552945,0.12351731195817203,0.6788920048299485,119,0.0,0,0,57.0,1.000230409,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,10,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,12.0,0.979527778,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,4,-0.9838668308070176,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,12.0,0.940625,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,12,-0.9975796782965537,-0.0625865616826259,-1.0418339203826774,0,0.0,0,0,9.0,0.823555556,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,10,0.6817870442552945,0.0054129306092041115,0.6430435480546854,70,0.0,0,0,56.0,0.900129762,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,3,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,12.0,0.861875,1,0,0,1,0,1,0,1,0,0,0,0
2015-01-27,Tuesday,4,0.6817870442552945,-0.01462902501365105,0.660967776442317,60,0.0,0,0,56.5,0.850312684,1,0,0,1,0,0,1,1,0,0,0,0
2015-01-27,Tuesday,5,-0.9975796782965537,-0.0625865616826259,-0.9342885500568884,0,0.0,0,0,12.0,0.926388889,1,0,0,1,0,1,0,1,0,0,0,0
